Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
Edward Dolling,Helsinki,Uusimaa,3,"Rogers File Cart, Single Width",0.0,426,68,3,4,65,2015,0,68,2015
Edward Dolling,Helsinki,Uusimaa,3,"Motorola Speaker Phone, Full Size",0.0,262,29,2,4,65,2015,0,68,2015
Darcy Farnell,Harrow,England,2,"Eaton Cards & Envelopes, Recycled",0.0,45,23,1,5,66,2015,0,68,2015
Darcy Farnell,Harrow,England,2,"Konica Inkjet, White",0.0,621,236,2,5,66,2015,0,68,2015
Christy Wiley,Eindhoven,North Brabant,4,"Barricks Wood Table, Adjustable Height",217.7,311,-644,2,6,67,2015,3,71,2015
Ben Hogben,Saint-Herblain,Pays de la Loire,4,"Rubbermaid Light Bulb, Erganomic",0.0,52,25,3,0,68,2015,4,72,2015
Ben Hogben,Saint-Herblain,Pays de la Loire,4,"Cuisinart Coffee Grinder, White",23.2,232,80,7,0,68,2015,4,72,2015
Ben Hogben,Saint-Herblain,Pays de la Loire,4,"Binney & Smith Highlighters, Water Color",0.0,99,41,5,0,68,2015,4,72,2015
Patrick Townson,Gronau,North Rhine-Westphalia,2,"GlobeWeis Peel and Seal, with clear poly window",0.0,125,6,5,0,68,2015,2,70,2015
Patrick Townson,Gronau,North Rhine-Westphalia,2,"Novimex Round Labels, Laser Printer Compatible",0.0,19,9,3,0,68,2015,2,70,2015
Patrick Townson,Gronau,North Rhine-Westphalia,2,"Konica Card Printer, Red",0.0,862,198,5,0,68,2015,2,70,2015
Andy Henderson,Vienna,Vienna,0,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",0.0,23,4,2,0,68,2015,0,68,2015
Madeleine Nixon,Essen,North Rhine-Westphalia,4,"BIC Highlighters, Blue",0.0,114,45,6,0,68,2015,4,72,2015
Sandra Cook,Berlin,Berlin,6,"Boston Pens, Water Color",6.3,63,-1,4,0,68,2015,6,74,2015
Nicholas Watkins,Vienna,Vienna,5,"Stanley Sketch Pad, Blue",0.0,133,44,3,3,71,2015,1,76,2015
Nicholas Watkins,Vienna,Vienna,5,"Acco 3-Hole Punch, Clear",0.0,296,50,10,3,71,2015,1,76,2015
Nicholas Watkins,Vienna,Vienna,5,"Cisco Signal Booster, Cordless",0.0,464,28,3,3,71,2015,1,76,2015
Thomas Stephens,Gap,Provence-Alpes-Côte d'Azur,5,"Smead Folders, Blue",11.0,110,2,7,3,71,2015,1,76,2015
Xavier Martindale,Derby,England,0,"Cardinal 3-Hole Punch, Recycled",0.0,233,67,8,3,71,2015,3,71,2015
Ralph Holmes,Catania,Sicily,4,"Boston Markers, Easy-Erase",0.0,107,9,4,3,71,2015,0,75,2015
Dylan O'Halloran,Bury,England,3,"Advantus Clamps, 12 Pack",0.0,56,9,3,3,71,2015,6,74,2015
Dylan O'Halloran,Bury,England,3,"Eldon Box, Blue",0.0,41,11,4,3,71,2015,6,74,2015
Isabel Turnbull,York,England,3,"Enermax Flash Drive, Bluetooth",0.0,166,53,4,4,72,2015,0,75,2015
James Bruns,Essen,North Rhine-Westphalia,7,"Stockwell Thumb Tacks, Metal",0.0,13,5,1,4,72,2015,4,79,2015
Julian Mack,Freiburg,Baden-Württemberg,4,"Safco 3-Shelf Cabinet, Traditional",106.4,1064,225,7,4,72,2015,1,76,2015
Julian Mack,Freiburg,Baden-Württemberg,4,"Deflect-O Door Stop, Durable",0.0,246,34,6,4,72,2015,1,76,2015
Julian Mack,Freiburg,Baden-Württemberg,4,"Rogers Shelving, Blue",22.4,224,-12,4,4,72,2015,1,76,2015
Nancy Fike,Wolverhampton,England,2,"Wilson Jones 3-Hole Punch, Clear",0.0,55,15,2,5,73,2015,0,75,2015
Eleanor Doyle,Poole,England,4,"Ibico Hole Reinforcements, Economy",0.0,14,7,2,5,73,2015,2,77,2015
Eleanor Doyle,Poole,England,4,"GlobeWeis Business Envelopes, Set of 50",0.0,87,23,5,5,73,2015,2,77,2015
Madeleine Nixon,Vienna,Vienna,4,"Hamilton Beach Coffee Grinder, Black",0.0,126,3,3,5,73,2015,2,77,2015
Madeleine Nixon,Vienna,Vienna,4,"Eldon Box, Single Width",0.0,72,21,7,5,73,2015,2,77,2015
Abigail Humffray,Northampton,England,2,"BIC Pencil Sharpener, Fluorescent",0.0,242,82,8,5,73,2015,0,75,2015
Abigail Humffray,Northampton,England,2,"Boston Highlighters, Easy-Erase",0.0,57,13,3,5,73,2015,0,75,2015
Katie Evenden,Amsterdam,North Holland,2,"Ibico Binder, Economy",35.0,70,-31,9,5,73,2015,0,75,2015
Paige Bibi,Bergen op Zoom,North Brabant,0,"Ikea Floating Shelf Set, Traditional",255.5,511,-450,6,5,73,2015,5,73,2015
Paige Bibi,Bergen op Zoom,North Brabant,0,"Office Star Executive Leather Armchair, Black",1285.5,2571,-2211,11,5,73,2015,5,73,2015
Ruby Blomfield,Dortmund,North Rhine-Westphalia,4,"Stockwell Staples, Bulk Pack",0.0,11,2,1,6,74,2015,3,78,2015
Ruby Blomfield,Dortmund,North Rhine-Westphalia,4,"Avery Color Coded Labels, Adjustable",0.0,34,4,3,6,74,2015,3,78,2015
Eva Arnold,Tourcoing,Nord-Pas-de-Calais-Picardie,4,"SAFCO Bag Chairs, Red",13.3,133,-4,3,0,75,2015,4,79,2015
Eva Arnold,Tourcoing,Nord-Pas-de-Calais-Picardie,4,"Acco Index Tab, Clear",0.0,16,7,2,0,75,2015,4,79,2015
Kai Leonard,Pessac,Aquitaine-Limousin-Poitou-Charentes,6,"Avery Binding Machine, Recycled",0.0,344,148,7,0,75,2015,6,81,2015
Michael Myers,Colomiers,Languedoc-Roussillon-Midi-Pyrénées,4,"Harbour Creations Chairmat, Black",56.4,564,69,9,0,75,2015,4,79,2015
Debbie Fisk,Terneuzen,Zeeland,6,"Binney & Smith Sketch Pad, Blue",104.0,208,-100,9,3,78,2015,2,84,2015
Kai Bolden,Marseille,Provence-Alpes-Côte d'Azur,3,"Boston Highlighters, Water Color",0.0,154,28,7,4,79,2015,0,82,2015
Kai Bolden,Marseille,Provence-Alpes-Côte d'Azur,3,"Konica Phone, Red",85.05,567,180,8,4,79,2015,0,82,2015
Caleb Kenyon,Manchester,England,3,"Cameo Interoffice Envelope, Set of 50",0.0,332,119,7,4,79,2015,0,82,2015
Aidan Rowe,Saint-Chamond,Auvergne-Rhône-Alpes,0,"Cuisinart Coffee Grinder, White",13.2,132,46,4,4,79,2015,4,79,2015
Aidan Rowe,Saint-Chamond,Auvergne-Rhône-Alpes,0,"Eldon Shelving, Single Width",4.4,44,-5,1,4,79,2015,4,79,2015
Aidan Rowe,Saint-Chamond,Auvergne-Rhône-Alpes,0,"Fellowes Lockers, Industrial",74.8,748,283,4,4,79,2015,4,79,2015
Aidan Rowe,Saint-Chamond,Auvergne-Rhône-Alpes,0,"Apple Speaker Phone, Cordless",32.1,214,18,2,4,79,2015,4,79,2015
Sherron Henegar,Mainz,Rhineland-Palatinate,4,"Cameo Manila Envelope, with clear poly window",0.0,214,105,7,5,80,2015,2,84,2015
Sherron Henegar,Mainz,Rhineland-Palatinate,4,"Smead File Cart, Industrial",115.6,1156,231,10,5,80,2015,2,84,2015
Gail Thompson,Preston,England,3,"Breville Microwave, White",0.0,2699,890,9,5,80,2015,1,83,2015
Louie Knight,Enschede,Overijssel,5,"Novimex Color Coded Labels, Alphabetical",9.0,18,-6,3,5,80,2015,3,85,2015
Koby Tompson,Santander,Cantabria,2,"Sauder Stackable Bookrack, Traditional",0.0,585,88,4,6,81,2015,1,83,2015
Koby Tompson,Santander,Cantabria,2,"Boston Highlighters, Easy-Erase",0.0,77,17,4,6,81,2015,1,83,2015
Koby Tompson,Santander,Cantabria,2,"Boston Highlighters, Fluorescent",0.0,40,10,2,6,81,2015,1,83,2015
Koby Tompson,Santander,Cantabria,2,"OIC Push Pins, Metal",0.0,30,12,2,6,81,2015,1,83,2015
Koby Tompson,Santander,Cantabria,2,"SanDisk Memo Slips, Multicolor",0.0,74,4,4,6,81,2015,1,83,2015
Georgina Garner,Amsterdam,North Holland,5,"Kraft Business Envelopes, Recycled",14.0,28,-1,3,6,81,2015,4,86,2015
Leo Bannister,Veenendaal,Utrecht,5,"Binney & Smith Pencil Sharpener, Easy-Erase",28.0,56,-44,4,0,82,2015,5,87,2015
Charles Builder,Hamburg,Hamburg,4,"Apple Signal Booster, Cordless",0.0,279,70,2,0,82,2015,4,86,2015
Brandon Preston,Nuremberg,Bavaria,5,"Logitech Flash Drive, USB",0.0,246,74,8,0,82,2015,5,87,2015
Dominic Scott,Frankfurt,Hesse,6,"Bush 3-Shelf Cabinet, Traditional",38.7,387,52,3,1,83,2015,0,89,2015
Dominic Scott,Frankfurt,Hesse,6,"Sauder Classic Bookcase, Traditional",78.5,785,270,2,1,83,2015,0,89,2015
Dominic Scott,Frankfurt,Hesse,6,"SanDisk Computer Printout Paper, Recycled",0.0,59,27,2,1,83,2015,0,89,2015
Dominic Scott,Frankfurt,Hesse,6,"Stiletto Box Cutter, Easy Grip",0.0,226,14,6,1,83,2015,0,89,2015
Dominic Scott,Frankfurt,Hesse,6,"Motorola Signal Booster, VoIP",0.0,859,43,6,1,83,2015,0,89,2015
Spencer Calvert,Madrid,Madrid,4,"Sanford Sketch Pad, Easy-Erase",0.0,137,63,3,3,85,2015,0,89,2015
Spencer Calvert,Madrid,Madrid,4,"GlobeWeis Business Envelopes, Security-Tint",0.0,39,4,2,3,85,2015,0,89,2015
Madison Rowley,Versailles,Ile-de-France,7,"BIC Pencil Sharpener, Easy-Erase",0.0,117,6,4,3,85,2015,3,92,2015
Gemma Sharp,Leverkusen,North Rhine-Westphalia,5,"Stockwell Clamps, Assorted Sizes",0.0,81,29,5,4,86,2015,2,91,2015
Bailey Morris,Palermo,Sicily,5,"Bush Floating Shelf Set, Pine",0.0,345,107,2,4,86,2015,2,91,2015
Bailey Morris,Palermo,Sicily,5,"Avery 3-Hole Punch, Recycled",0.0,28,0,1,4,86,2015,2,91,2015
Bailey Morris,Palermo,Sicily,5,"Cardinal Index Tab, Clear",0.0,36,13,5,4,86,2015,2,91,2015
Bailey Morris,Palermo,Sicily,5,"Panasonic Calculator, Durable",24.0,60,-26,2,4,86,2015,2,91,2015
Chelsea Bannister,Antwerp,Antwerp,4,"Rogers File Cart, Industrial",0.0,283,48,2,4,86,2015,1,90,2015
Alexis Code,Valencia,Valenciana,5,"Belkin Numeric Keypad, Bluetooth",0.0,174,54,3,6,88,2015,4,93,2015
Isabelle Radcliffe,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,5,"Wilson Jones Binding Machine, Recycled",0.0,99,11,2,6,88,2015,4,93,2015
Isabelle Radcliffe,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,5,"Acme Trimmer, Easy Grip",0.0,323,71,7,6,88,2015,4,93,2015
Lloyd Barnes,Trapani,Sicily,2,"Jiffy Peel and Seal, with clear poly window",0.0,141,27,6,6,88,2015,1,90,2015
Lloyd Barnes,Trapani,Sicily,2,"SanDisk Keyboard, Programmable",0.0,332,53,4,6,88,2015,1,90,2015
Rachel Norton,Castelnau-le-Lez,Languedoc-Roussillon-Midi-Pyrénées,3,"Stiletto Letter Opener, Easy Grip",0.0,180,34,6,0,89,2015,3,92,2015
Lisa Boyette,Edinburgh,Scotland,2,"SAFCO Rocking Chair, Adjustable",0.0,412,148,3,0,89,2015,2,91,2015
Katie Evenden,Parma,Emilia-Romagna,5,"Eldon File Cart, Single Width",61.6,154,8,2,0,89,2015,5,94,2015
Katie Evenden,Parma,Emilia-Romagna,5,"Rogers Shelving, Wire Frame",73.6,184,-28,5,0,89,2015,5,94,2015
Katie Evenden,Parma,Emilia-Romagna,5,"Canon Copy Machine, Color",0.0,527,132,2,0,89,2015,5,94,2015
Rory Jess,Vienna,Vienna,2,"Smead Legal Exhibit Labels, Adjustable",0.0,54,8,6,1,90,2015,3,92,2015
Oscar Clayton,Valencia,Valenciana,5,"Eldon Lockers, Blue",35.6,356,0,2,2,91,2015,0,96,2015
Isaac David,Castelldefels,Catalonia,1,"Bush Stackable Bookrack, Mobile",0.0,371,41,3,4,93,2015,5,94,2015
Isaac David,Castelldefels,Catalonia,1,"KitchenAid Refrigerator, Black",0.0,2637,949,5,4,93,2015,5,94,2015
Isaac David,Castelldefels,Catalonia,1,"Stanley Pens, Water Color",0.0,26,8,2,4,93,2015,5,94,2015
Isaac David,Castelldefels,Catalonia,1,"Enermax Note Cards, 8.5 x 11",0.0,227,95,8,4,93,2015,5,94,2015
Isaac David,Castelldefels,Catalonia,1,"SanDisk Computer Printout Paper, 8.5 x 11",0.0,136,15,4,4,93,2015,5,94,2015
Ella Harrhy,Ermont,Ile-de-France,5,"Cuisinart Refrigerator, Red",133.9,1339,223,3,4,93,2015,2,98,2015
Kayla Tearle,Nancy,Alsace-Champagne-Ardenne-Lorraine,3,"Smead Shelving, Wire Frame",30.2,302,121,7,4,93,2015,0,96,2015
Ryan Greenwood,Barcelona,Catalonia,5,"Avery Hole Reinforcements, Durable",0.0,24,8,4,4,93,2015,2,98,2015
Mason Adams,Monza,Lombardy,5,"Advantus Frame, Duo Pack",0.0,445,209,4,4,93,2015,2,98,2015
Mason Adams,Monza,Lombardy,5,"Stockwell Staples, Bulk Pack",0.0,32,5,3,4,93,2015,2,98,2015
Mason Adams,Monza,Lombardy,5,"Apple Audio Dock, with Caller ID",120.0,300,-125,3,4,93,2015,2,98,2015
Ali Mander-Jones,Salzburg,Salzburg,5,"BIC Canvas, Blue",0.0,107,9,2,4,93,2015,2,98,2015
Lola Hughes,Gradignan,Aquitaine-Limousin-Poitou-Charentes,5,"Sharp Copy Machine, Laser",60.9,406,-10,2,4,93,2015,2,98,2015
Lola Hughes,Gradignan,Aquitaine-Limousin-Poitou-Charentes,5,"Cisco Headset, Full Size",80.1,534,119,7,4,93,2015,2,98,2015
Carol Evans,Girona,Catalonia,2,"Acco 3-Hole Punch, Economy",0.0,120,23,4,5,94,2015,0,96,2015
Walter Aguilar,Ingolstadt,Bavaria,0,"GlobeWeis Manila Envelope, Recycled",0.0,79,39,3,5,94,2015,5,94,2015
Luca Varley,Thionville,Alsace-Champagne-Ardenne-Lorraine,3,"Xerox Parchment Paper, Premium",0.0,40,13,3,6,95,2015,2,98,2015
Luca Varley,Thionville,Alsace-Champagne-Ardenne-Lorraine,3,"Epson Card Printer, White",107.4,716,101,5,6,95,2015,2,98,2015
Aaron Davey,Berlin,Berlin,7,"Canon Ink, Digital",26.4,264,3,2,6,95,2015,6,102,2015
Georgia Bermingham,Dublin,Dublin,2,"Acco Binder Covers, Economy",10.0,20,-4,3,6,95,2015,1,97,2015
Georgia Bermingham,Dublin,Dublin,2,"Ames Mailers, Recycled",17.5,35,-33,2,6,95,2015,1,97,2015
Georgia Bermingham,Dublin,Dublin,2,"Hewlett Fax Machine, Color",241.0,482,-145,3,6,95,2015,1,97,2015
Kyle Nash,Clamart,Ile-de-France,3,"Rubbermaid Light Bulb, Duo Pack",0.0,38,6,2,0,96,2015,3,99,2015
Kyle Nash,Clamart,Ile-de-France,3,"StarTech Card Printer, Red",20.55,137,-6,1,0,96,2015,3,99,2015
Kyle Nash,Clamart,Ile-de-France,3,"Apple Smart Phone, Cordless",243.45,1623,134,3,0,96,2015,3,99,2015
Madelyn Anderson,Bari,Apulia,4,"Tenex Frame, Black",0.0,330,16,3,0,96,2015,4,100,2015
Madelyn Anderson,Bari,Apulia,4,"Binney & Smith Highlighters, Water Color",0.0,79,33,4,0,96,2015,4,100,2015
Madelyn Anderson,Bari,Apulia,4,"HP Copy Machine, Color",0.0,1226,417,5,0,96,2015,4,100,2015
Francesca Bowen,Stockholm,Stockholm,6,"Jiffy Manila Envelope, Security-Tint",21.5,43,-1,3,0,96,2015,6,102,2015
Robert Duffy,Grenoble,Auvergne-Rhône-Alpes,0,"Deflect-O Photo Frame, Black",0.0,260,57,5,1,97,2015,1,97,2015
Jade Howe,Reggio nell'Emilia,Emilia-Romagna,2,"Avery Hole Reinforcements, Recycled",0.0,19,8,4,2,98,2015,4,100,2015
Jade Howe,Reggio nell'Emilia,Emilia-Romagna,2,"Wilson Jones Binder Covers, Recycled",0.0,12,3,1,2,98,2015,4,100,2015
Jade Howe,Reggio nell'Emilia,Emilia-Romagna,2,"Eldon Lockers, Blue",237.6,594,-297,5,2,98,2015,4,100,2015
Kayla Ronald,Taranto,Apulia,5,"Novimex Legal Exhibit Labels, Adjustable",0.0,25,2,3,3,99,2015,1,104,2015
Kayla Ronald,Taranto,Apulia,5,"Enermax Router, Erganomic",0.0,512,205,2,3,99,2015,1,104,2015
Tyson Jonathan,Munich,Bavaria,4,"Office Star Rocking Chair, Red",50.7,507,175,4,3,99,2015,0,103,2015
Leah Derham,Vienna,Vienna,4,"Deflect-O Photo Frame, Durable",0.0,147,21,3,3,99,2015,0,103,2015
Casey Beckett,Charleroi,Hainaut,2,"Ibico Binding Machine, Recycled",0.0,104,19,2,3,99,2015,5,101,2015
Casey Beckett,Charleroi,Hainaut,2,"Stiletto Letter Opener, Easy Grip",0.0,57,27,2,3,99,2015,5,101,2015
Daisy Summers,Madrid,Madrid,6,"BIC Highlighters, Water Color",0.0,22,4,1,4,100,2015,3,106,2015
Daisy Summers,Madrid,Madrid,6,"Fiskars Letter Opener, Easy Grip",0.0,177,21,6,4,100,2015,3,106,2015
Oscar Noble,Paris,Ile-de-France,6,"Hon Removable Labels, Adjustable",0.0,73,10,9,4,100,2015,3,106,2015
Oscar Noble,Paris,Ile-de-France,6,"Belkin Memory Card, Programmable",0.0,465,140,4,4,100,2015,3,106,2015
Oscar Noble,Paris,Ile-de-France,6,"Cisco Audio Dock, Full Size",70.2,468,0,3,4,100,2015,3,106,2015
Jasmine Slater,Marseille,Provence-Alpes-Côte d'Azur,7,"Ibico Binding Machine, Durable",0.0,106,49,2,5,101,2015,5,108,2015
Jasmine Slater,Marseille,Provence-Alpes-Côte d'Azur,7,"Kraft Manila Envelope, Set of 50",0.0,53,6,2,5,101,2015,5,108,2015
Jasmine Slater,Marseille,Provence-Alpes-Côte d'Azur,7,"Eldon Trays, Industrial",13.1,131,54,3,5,101,2015,5,108,2015
Benjamin Knaggs,Morley,England,4,"Acco Index Tab, Durable",0.0,27,6,3,6,102,2015,3,106,2015
Libby Thompson,Helsingborg,Skåne,2,"Ibico 3-Hole Punch, Clear",7.5,15,-3,1,6,102,2015,1,104,2015
Hannah Conyers,Draguignan,Provence-Alpes-Côte d'Azur,2,"Nokia Headset, Cordless",58.05,387,32,6,6,102,2015,1,104,2015
Lola Dale,Bergen,Hordaland,1,"Harbour Creations Shipping Labels, Adjustable",0.0,28,0,3,6,102,2015,0,103,2015
Lucas Breillat,Beauvais,Nord-Pas-de-Calais-Picardie,2,"Rogers Trays, Industrial",33.6,336,112,6,1,104,2015,3,106,2015
Abby Mei,Mougins,Provence-Alpes-Côte d'Azur,2,"OIC Thumb Tacks, Bulk Pack",0.0,42,16,3,3,106,2015,5,108,2015
Demi Hodgson,Glasgow,Scotland,5,"Fiskars Trimmer, Easy Grip",0.0,351,130,8,3,106,2015,1,111,2015
Jessica Paramor,Bressuire,Aquitaine-Limousin-Poitou-Charentes,5,"Avery Index Tab, Clear",0.0,41,11,7,3,106,2015,1,111,2015
Jessica Paramor,Bressuire,Aquitaine-Limousin-Poitou-Charentes,5,"Sharp Fax and Copier, Digital",42.9,286,64,2,3,106,2015,1,111,2015
Cynthia Zielinski,Leeuwarden,Friesland,5,"SanDisk Numeric Keypad, Bluetooth",69.5,139,-139,5,3,106,2015,1,111,2015
Thomas Shepherd,Deventer,Overijssel,5,"Lesro Conference Table, Adjustable Height",361.2,516,-396,2,3,106,2015,1,111,2015
Katie Thom,Lille,Nord-Pas-de-Calais-Picardie,7,"Deflect-O Stacking Tray, Durable",0.0,126,6,5,4,107,2015,4,114,2015
Katie Thom,Lille,Nord-Pas-de-Calais-Picardie,7,"BIC Pencil Sharpener, Blue",0.0,145,59,5,4,107,2015,4,114,2015
Katie Thom,Lille,Nord-Pas-de-Calais-Picardie,7,"Smead File Folder Labels, 5000 Label Set",0.0,28,13,3,4,107,2015,4,114,2015
Katie Thom,Lille,Nord-Pas-de-Calais-Picardie,7,"Rogers Box, Wire Frame",4.1,41,1,2,4,107,2015,4,114,2015
Katie Thom,Lille,Nord-Pas-de-Calais-Picardie,7,"Belkin Flash Drive, USB",0.0,42,14,1,4,107,2015,4,114,2015
Edward Davidson,Zeist,Utrecht,3,"Acco Index Tab, Durable",4.5,9,-5,2,4,107,2015,0,110,2015
Edward Davidson,Zeist,Utrecht,3,"Nokia Audio Dock, VoIP",83.5,167,-73,2,4,107,2015,0,110,2015
Matthew Barker,Turku,Finland Proper,2,"Smead Folders, Single Width",0.0,53,16,3,4,107,2015,6,109,2015
Matthew Barker,Turku,Finland Proper,2,"Cisco Audio Dock, with Caller ID",0.0,910,200,5,4,107,2015,6,109,2015
Jessica Spring,Troisdorf,North Rhine-Westphalia,5,"Fiskars Letter Opener, Easy Grip",0.0,84,34,3,6,109,2015,4,114,2015
Rachel Tyler,Hagen,North Rhine-Westphalia,3,"Cardinal Binder, Clear",0.0,40,1,3,0,110,2015,3,113,2015
Georgia Bermingham,Tournefeuille,Languedoc-Roussillon-Midi-Pyrénées,0,"Harbour Creations Chairmat, Red",13.0,130,16,2,1,111,2015,1,111,2015
Georgia Bermingham,Tournefeuille,Languedoc-Roussillon-Midi-Pyrénées,0,"Eaton Parchment Paper, 8.5 x 11",0.0,141,28,8,1,111,2015,1,111,2015
Georgia Bermingham,Tournefeuille,Languedoc-Roussillon-Midi-Pyrénées,0,"Eldon Folders, Blue",4.6,46,4,3,1,111,2015,1,111,2015
Georgia Bermingham,Tournefeuille,Languedoc-Roussillon-Midi-Pyrénées,0,"Fellowes Lockers, Wire Frame",37.2,372,144,2,1,111,2015,1,111,2015
Georgia Bermingham,Tournefeuille,Languedoc-Roussillon-Midi-Pyrénées,0,"StarTech Inkjet, Durable",76.5,510,-24,2,1,111,2015,1,111,2015
Mark Washington,East Kilbride,Scotland,6,"Binney & Smith Highlighters, Fluorescent",0.0,54,4,3,1,111,2015,0,117,2015
Robert Quick,Athis-Mons,Ile-de-France,4,"Safco Corner Shelving, Mobile",54.7,547,207,4,3,113,2015,0,117,2015
Britney Basaldua,The Hague,South Holland,7,"Smead File Cart, Blue",95.5,191,-187,3,4,114,2015,4,121,2015
Britney Basaldua,The Hague,South Holland,7,"Cisco Signal Booster, with Caller ID",114.0,228,-114,3,4,114,2015,4,121,2015
Ricky Cullen,Helsinki,Uusimaa,4,"Sanford Highlighters, Water Color",0.0,38,14,2,5,115,2015,2,119,2015
Victoria Burke,Rome,Lazio,7,"Boston Sketch Pad, Fluorescent",0.0,100,0,2,6,116,2015,6,123,2015
Victoria Burke,Rome,Lazio,7,"Enermax Note Cards, Premium",0.0,143,14,5,6,116,2015,6,123,2015
Liam Mathias,Berlin,Berlin,2,"Tenex Trays, Blue",26.0,130,2,3,6,116,2015,1,118,2015
Luz Reilly,Cachan,Ile-de-France,5,"Rogers Lockers, Wire Frame",132.7,1327,221,7,6,116,2015,4,121,2015
Luz Reilly,Cachan,Ile-de-France,5,"Panasonic Inkjet, Durable",119.4,796,47,3,6,116,2015,4,121,2015
Oscar Noble,Cagnes-sur-Mer,Provence-Alpes-Côte d'Azur,4,"Stanley Markers, Water Color",0.0,76,25,3,0,117,2015,4,121,2015
Lauren Hobbs,Civitavecchia,Lazio,5,"Ikea Classic Bookcase, Mobile",0.0,1243,398,3,1,118,2015,6,123,2015
Poppy Gunn,Boscoreale,Campania,2,"Belkin Memory Card, Programmable",0.0,233,70,2,3,120,2015,5,122,2015
Poppy Gunn,Boscoreale,Campania,2,"HP Fax and Copier, Color",0.0,174,71,1,3,120,2015,5,122,2015
Peggy Hua,Brescia,Lombardy,0,"Stanley Canvas, Water Color",0.0,158,69,3,3,120,2015,3,120,2015
Jacob Carter,Berlin,Berlin,1,"Avery Index Tab, Durable",3.0,30,5,5,3,120,2015,4,121,2015
Alannah Langridge,Marseille,Provence-Alpes-Côte d'Azur,4,"Cisco Smart Phone, Full Size",166.5,1110,144,2,4,121,2015,1,125,2015
Michael Kim,Swansea,Wales,6,"Advantus Staples, Metal",0.0,22,9,2,4,121,2015,3,127,2015
Anna Macdonald,Arles,Provence-Alpes-Côte d'Azur,3,"Safco Stackable Bookrack, Traditional",106.9,1069,71,8,4,121,2015,0,124,2015
Anna Macdonald,Arles,Provence-Alpes-Côte d'Azur,3,"Acme Ruler, Serrated",0.0,27,8,2,4,121,2015,0,124,2015
Anna Macdonald,Arles,Provence-Alpes-Côte d'Azur,3,"Fiskars Ruler, Easy Grip",0.0,32,11,2,4,121,2015,0,124,2015
Jason Martinez,Bondy,Ile-de-France,3,"Konica Printer, White",305.55,2037,359,9,4,121,2015,0,124,2015
John Basser,York,England,4,"Ibico Index Tab, Clear",0.0,25,9,3,5,122,2015,2,126,2015
Samuel Thomas,Marina di Carrara,Tuscany,4,"Binney & Smith Canvas, Water Color",0.0,164,78,3,5,122,2015,2,126,2015
Samuel Thomas,Marina di Carrara,Tuscany,4,"Eaton Message Books, Premium",0.0,206,97,10,5,122,2015,2,126,2015
Angus Ibsch,Amsterdam,North Holland,2,"Hamilton Beach Stove, Silver",271.5,543,-130,2,5,122,2015,0,124,2015
Angus Ibsch,Amsterdam,North Holland,2,"Rogers Lockers, Industrial",318.0,636,-153,6,5,122,2015,0,124,2015
Jasmine Hanson,Gennevilliers,Ile-de-France,4,"GlobeWeis Manila Envelope, Set of 50",0.0,137,45,5,6,123,2015,3,127,2015
Jasmine Hanson,Gennevilliers,Ile-de-France,4,"Sharp Ink, High-Speed",46.95,313,-26,3,6,123,2015,3,127,2015
Amelie North,London,England,3,"Rubbermaid Stacking Tray, Erganomic",37.2,93,-62,7,6,123,2015,2,126,2015
Amelie North,London,England,3,"Acme Letter Opener, Easy Grip",17.2,172,34,6,6,123,2015,2,126,2015
Angus Blacklock,Plymouth,England,4,"Eaton Parchment Paper, Multicolor",0.0,89,20,6,0,124,2015,4,128,2015
Angus Blacklock,Plymouth,England,4,"Green Bar Parchment Paper, 8.5 x 11",0.0,83,34,4,0,124,2015,4,128,2015
Ronald Everson,Mainz,Rhineland-Palatinate,4,"Cameo Business Envelopes, Set of 50",0.0,41,16,2,0,124,2015,4,128,2015
Ronald Everson,Mainz,Rhineland-Palatinate,4,"Avery Removable Labels, Adjustable",0.0,26,12,3,0,124,2015,4,128,2015
Ronald Everson,Mainz,Rhineland-Palatinate,4,"Fiskars Shears, Serrated",0.0,89,26,2,0,124,2015,4,128,2015
Hollie Norris,Hagen,North Rhine-Westphalia,0,"Acco Index Tab, Durable",0.0,9,2,1,0,124,2015,0,124,2015
Rebecca Chamberlain,Ancona,Marche,3,"Hamilton Beach Toaster, Silver",0.0,117,51,2,3,127,2015,6,130,2015
Rebecca Chamberlain,Ancona,Marche,3,"Cardinal Binder, Durable",0.0,31,2,2,3,127,2015,6,130,2015
Rebecca Chamberlain,Ancona,Marche,3,"Kleencut Shears, Serrated",0.0,87,4,2,3,127,2015,6,130,2015
Rebecca Chamberlain,Ancona,Marche,3,"HP Fax and Copier, Digital",0.0,173,86,1,3,127,2015,6,130,2015
Logan Allan,Cluses,Auvergne-Rhône-Alpes,3,"Ibico Hole Reinforcements, Economy",0.0,28,14,4,3,127,2015,6,130,2015
Lisa Watkins,Huelva,Andalusía,2,"Eldon Lockers, Industrial",53.6,536,232,3,3,127,2015,5,129,2015
Isabella Cleary,Vienna,Vienna,5,"Logitech Keyboard, Programmable",0.0,148,15,2,3,127,2015,1,132,2015
